Unnamed: 0,case_id,event_num_in_case,activity_name,department,resource_role,resource_id,start_timestamp_utc,end_timestamp_utc,duration_minutes,wait_time_minutes,queue_length_at_start,system_load_index_0to1,expected_duration_minutes,variance_to_expected,is_bottleneck_event,inbound_channel,region,customer_tier,industry,company_size_bucket,tech_maturity_1to5,risk_tolerance_1to5,priority,sla_hours,sla_breached,handoff_count_so_far,case_cycle_time_hours,weekday,hour_of_day,month
37,41082dff-d63d-41be-aea4-369f7f3359e4,5,Assign Resource,Operations,Engineer,44ded34a-4515-45b6-91d0-09c062c2bdb7,2025-03-10 10:10:41,2025-05-28 13:48:40,18.98419550927463,46.87292826216708,4,0.5980596399766869,2,0.6364600455880789,0,API,US-West,Gold,Logistics,1-50,3,3,Medium,122,0,1,28.662333333333336,Sunday,10,3
36,52dd39d3-dcbf-437d-942a-6d18a9932c04,4,Assign Resource,QA,Coordinator,ce2cbe7b-cba8-4389-9c0b-2429ad29bed0,2025-07-15 09:12:59,2025-03-27 20:49:43,49.84632533794568,68.10037574251388,5,0.2027179342075854,34,1.0524047410636355,1,Email,US-Central,Standard,Retail,1-50,1,2,High,94,0,2,15.829975457358037,Wednesday,2,6
25,b79a0509-749a-4b35-8030-7d394600e049,5,Approve Budget (optional),Operations,Engineer,9e4bdfd2-01b2-47b6-9ef8-9f4df31c5bf6,2025-04-18 15:19:55,2025-03-11 12:50:39,35.91318443295745,22.90813411144066,1,0.07274927367114198,23,1.0717632412654148,0,API,US-East,Platinum,Healthcare,51-200,1,3,Medium,50,0,3,12.84909891824869,Thursday,18,2
41,06744402-ee21-4249-a9a4-efb8fc79dc5d,4,Quality Check,Customer Success,QA Analyst,102e45ff-927b-4e0e-978a-250d54d15ad4,2025-04-27 03:32:47,2025-02-18 03:02:40,7.976503498303243,74.83887746701373,3,0.4022319300276981,24,0.5953392550127875,1,Portal,US-East,Standard,Energy,51-200,3,2,Medium,79,0,0,18.75922693286494,Tuesday,8,4
31,6aaaae07-391e-44d5-a45b-ec9edc27c042,4,Validate Request,Finance,Analyst,cb098298-1092-4f58-aafe-7a958a11b934,2025-03-26 20:48:13,2025-06-04 11:05:20,33.2335892310594,39.140670703181144,2,0.5537640278476481,61,1.482626576889467,1,Portal,US-Central,Gold,Healthcare,5000+,3,3,Low,80,0,1,20.00347703572275,Friday,9,6
12,920c49ea-d4ca-421f-896d-e5cb827d32dd,4,Quality Check,QA,VendorMgr,41c4084e-0094-4b07-bbed-0de805df701c,2025-06-28 17:57:08,2025-07-04 13:12:43,11.827513767226009,51.666084324280234,5,0.6996694529829285,44,0.1366693351491595,0,Portal,US-West,Standard,Energy,1001-5000,2,3,High,82,0,1,18.994260847769276,Friday,8,4
30,60dd89c1-fde5-4dd9-8b39-cd909e757f79,5,Close Ticket,Operations,Engineer,544d2363-ebc5-463f-86e4-00bdb0e7691c,2025-05-26 13:20:45,2025-04-01 05:52:29,21.310540200247114,117.06673921022464,2,0.08075851742874124,17,0.8491224852388245,1,Email,US-East,Gold,Software & SaaS,1-50,2,3,Medium,61,0,0,14.161776968826738,Tuesday,5,4
11,c2726e7d-8216-46f4-9bb4-456089156100,3,Quality Check,Sales Support,Manager,104f9431-b13a-4cda-a305-ba762bc28ae4,2025-03-28 17:27:58,2025-02-12 01:10:10,66.90567988920391,85.5298270728073,4,0.6859388119031569,142,-0.37409669177583554,1,Portal,US-East,Platinum,Software & SaaS,1-50,3,2,Medium,59,0,4,20.07113529792842,Wednesday,9,5
37,4e141bc3-1515-4bf0-8451-dc1f8d48bda8,3,Quality Check,IT,Manager,6b17607e-559b-4014-89e4-ffb56ded04ae,2025-06-12 18:47:29,2025-02-28 01:24:06,88.91689744146069,51.00882050927098,4,0.4390496061429834,9,-0.6655,1,API,US-West,Standard,Retail,1-50,3,4,Medium,123,0,1,10.10731615280168,Sunday,9,2
24,0cc3abf0-9fba-4ed7-8a21-072dbab89eea,7,Approve Budget (optional),QA,Coordinator,8f1f94c8-7858-496c-a967-397f92896c5d,2025-07-18 09:47:00,2025-05-23 21:07:09,41.57958792274511,53.4925990956443,5,0.2782913431578268,9,0.08762346364723184,0,API,US-East,Platinum,Logistics,1001-5000,3,4,Medium,53,0,3,8.609250000000001,Thursday,7,3
22,54bc4e1e-f986-4562-afec-a16b8b8331b6,9,Execute Task,Operations,Analyst,d546d7fd-989b-4605-b2fb-fa466e4eced5,2025-06-03 19:00:47,2025-02-08 14:42:49,16.686561321937273,11.320001621235829,2,0.5378325622555786,11,0.28673017218524544,1,API,US-Central,Platinum,Financial Services,5000+,1,4,High,48,0,1,17.964281835902327,Wednesday,9,4
15,62bff01c-d159-4134-8e57-3230fbde1d83,1,Assign Resource,Operations,Coordinator,fb73747a-6a99-41e0-acca-3a7700484c5b,2025-04-04 22:45:47,2025-03-20 06:51:43,21.414356853195226,33.933731513500426,5,0.6723209669501204,51,0.4827887812145726,1,API,US-Central,Platinum,Software & SaaS,1-50,2,3,Medium,25,0,4,27.513604701176025,Monday,24,4
42,614f37d2-77ec-4f88-9aab-a2d5a194e215,1,Close Ticket,Sales Support,Manager,181e78f1-362a-45e0-a761-b3ba0a6a5748,2025-07-09 01:01:02,2025-03-21 08:11:38,21.025826898713024,63.36409522162216,2,0.06734672552672799,47,0.2505650523820561,1,Portal,US-East,Platinum,Software & SaaS,1-50,4,3,Low,72,0,1,19.27116518960812,Tuesday,17,5
22,23c6ca67-c5d5-494d-8396-e951b9f4b524,2,Close Ticket,IT,Manager,dc48539a-453b-43fc-a5dd-35428dbe1fcc,2025-06-12 20:50:13,2025-07-03 14:28:57,4.450428221576952,35.19343371405138,2,0.3161857850839254,15,0.5527853587792163,0,API,US-West,Standard,Software & SaaS,51-200,2,3,Medium,41,0,1,12.181638034101898,Tuesday,12,5
18,cbe5573b-02de-41ab-9aa5-547433c12029,4,Assign Resource,IT,VendorMgr,d64346c5-f8e3-4319-87be-996568cecb48,2025-04-16 13:00:49,2025-03-04 18:37:08,45.79235645596215,24.676014932723763,4,0.2935089896759869,18,1.3139119361435119,1,Email,US-West,Gold,Software & SaaS,51-200,2,2,High,144,0,2,14.485633403047732,Friday,2,7
19,9e2bde02-1c60-49d3-a5f0-3c8c2b7ec6ce,6,Approve Budget (optional),QA,Engineer,028f704f-c612-4dfd-854e-399bb18ea08d,2025-04-25 11:08:05,2025-04-02 20:29:05,7.313549089260378,77.21135474706273,6,0.5269022659323206,33,0.7606029771329303,0,Portal,US-East,Gold,Software & SaaS,1-50,3,3,Medium,39,0,5,16.146324645428347,Sunday,16,8
32,b5e32da4-bf7f-4766-85fb-a002503c3a5f,5,Quality Check,QA,Manager,8a0cd97a-7cd9-453e-bba7-02ec8dcd65f2,2025-05-09 20:57:55,2025-02-25 19:24:21,45.934347209188054,130.09783390776713,2,0.6931837715882572,12,-0.0692829836578131,0,Email,US-East,Gold,Energy,1-50,3,2,Medium,56,0,3,11.510133860058051,Friday,24,4
30,1dfb46fe-a3bb-4635-b03b-1046f71a128e,4,Validate Request,QA,QA Analyst,ea022f72-1ab6-47cb-9205-e249825ff91d,2025-05-06 11:13:25,2025-04-23 12:58:26,9.094422466687835,36.1567602141248,0,0.41673364393076984,71,-0.6655,1,API,US-Central,Platinum,Software & SaaS,1-50,2,3,Medium,144,0,1,11.085028127654457,Thursday,24,3
30,7047c403-7bea-4bba-8ab5-e10220e0fbb8,5,Close Ticket,Customer Success,Manager,0a4bbd34-24f4-40b3-9ddc-096be00d24c9,2025-03-27 01:27:03,2025-05-02 09:52:16,11.877884874089153,99.07428804071048,2,0.3438468193857033,151,-0.24021501032130915,1,API,US-East,Gold,Retail,1-50,1,1,Medium,111,0,3,18.05851900139186,Tuesday,12,7
31,37e2a1c2-5ea6-4fb3-8770-c9c115986fd8,2,Approve Budget (optional),Sales Support,QA Analyst,0623715a-d32d-4bad-8889-dfaaf8123531,2025-07-12 20:06:34,2025-06-06 18:07:34,85.79907994637499,90.1096788228515,3,0.4908908878293131,28,1.094615669598583,1,Email,US-East,Standard,Energy,1-50,2,3,Low,25,0,1,18.340616205622123,Friday,15,4
54,b2639b88-674b-4df6-9e30-d0ac11df63b5,3,Assign Resource,Operations,Analyst,6f678e07-c0fc-41ee-ae49-32a70ea73cc4,2025-04-02 03:42:00,2025-05-05 15:39:19,43.50019820519785,30.771404314373036,8,0.3553526971147175,46,0.07535813982898487,0,API,US-East,Gold,Financial Services,5000+,2,4,Medium,80,0,5,11.380209653660776,Thursday,6,3
19,66e4d4b5-3bd5-4283-ac0e-ec4a6e9827d5,4,Assign Resource,QA,QA Analyst,65ec5be6-0046-448e-842c-c1b79b28d50c,2025-02-12 21:50:29,2025-05-21 03:08:11,5.806663290154835,36.01344587251585,5,0.045,37,0.7279153233877091,1,Email,US-West,Gold,Energy,1-50,1,2,Medium,86,0,4,9.109549514500051,Tuesday,14,6
17,03832355-e976-4371-a6f7-bb6733d9c9e0,1,Assign Resource,QA,Engineer,ad23fee4-57b7-463b-84fc-8312afb0276e,2025-02-17 05:33:45,2025-04-08 08:10:19,23.512164425176625,178.01848442082235,3,0.5051789597509417,124,0.7067443366073516,1,API,US-West,Platinum,Retail,5000+,3,2,Medium,50,0,2,14.991865164237854,Wednesday,17,5
13,83a7fd67-ca51-4238-a75d-7c74e71a4cd1,2,Execute Task,Sales Support,Coordinator,aa21960a-2642-4f72-a661-329d146604b2,2025-05-20 20:13:08,2025-02-19 23:29:30,55.87500830384312,28.164367356771084,4,0.5986126379453521,217,0.3225876084501363,1,API,US-East,Standard,Retail,51-200,3,2,Medium,97,0,3,13.88274793395641,Sunday,16,6
33,d6e2257b-a699-4454-b33d-2f3e5d1adb47,2,Validate Request,Operations,Manager,93ab1d70-80b0-469a-9244-a3ff4db42571,2025-07-04 05:27:22,2025-03-05 13:43:23,22.05896519898855,38.815563082713616,7,0.616161186946784,23,0.30541187778149326,1,Portal,US-West,Gold,Software & SaaS,51-200,3,2,Low,37,0,1,19.301882808275085,Sunday,20,3
41,47c2e867-3d3c-4b14-8c79-22e8d06d36cb,5,Assign Resource,IT,QA Analyst,689e5b27-3152-4b21-88d4-95a5bf9afece,2025-05-26 18:43:08,2025-02-14 09:09:34,29.516478918658454,197.27244038893238,4,0.17163120793334066,34,-0.013357273518601609,1,API,US-East,Standard,Financial Services,1-50,2,4,High,28,0,2,12.196435989011942,Friday,17,4
23,8d5d3ac7-2fb2-4906-adb8-50ee05468ff7,4,Validate Request,Customer Success,Rep,dcd91391-bbe6-48d4-b3b8-92fc0c2d1650,2025-02-23 19:27:55,2025-02-25 06:28:38,54.831464611773214,39.812201210265236,4,0.5231481616436914,76,1.5826660747049834,0,Portal,US-West,Standard,Software & SaaS,1-50,3,3,Medium,107,0,3,17.66799983409818,Saturday,2,6
12,259377c4-aa7c-4dba-9c15-b113241f735a,5,Quality Check,Operations,Analyst,33b913cd-93ab-4693-b47d-8412c5f8f6b2,2025-02-19 01:11:43,2025-03-28 06:17:25,44.4337639087347,133.97820936991513,3,0.7076854388666944,46,-0.17434533597789353,0,Email,US-West,Standard,Financial Services,51-200,3,2,Low,96,0,4,18.093532954260965,Friday,10,2
13,8bda0fd9-916c-4736-a0de-16c55cefc0ac,1,Receive Request,Finance,QA Analyst,67f78f4e-80b4-47ec-833b-70035e0b5462,2025-03-04 19:20:40,2025-04-29 14:41:37,14.885256008888582,29.905623015033395,5,0.7348,14,0.9720481140987274,0,Email,US-West,Standard,Retail,1-50,4,2,High,134,0,2,20.03066750180522,Sunday,19,4
34,af84a6f5-6275-49ad-bd37-3f7d176497a0,1,Quality Check,QA,Coordinator,8e075a61-3391-44df-8b06-49644348eb4f,2025-06-13 17:27:39,2025-06-20 23:45:14,43.3963136355628,62.219893150372116,3,0.49758398589232367,6,0.8118852335102986,0,Portal,US-East,Platinum,Healthcare,1-50,3,1,High,76,0,0,15.573429294327154,Friday,2,6
35,4bc00498-df5a-4ce3-bdb9-503a006b1848,5,Execute Task,QA,Analyst,2f9f7329-4b05-4bb4-8cdf-d1e0dc44ca4c,2025-07-04 01:20:29,2025-05-02 11:25:40,31.305875998176997,113.1872054257365,6,0.5982508118454708,18,0.6928518657850764,0,Email,US-East,Platinum,Healthcare,1-50,3,2,Medium,125,0,4,12.484576788851633,Wednesday,13,4
32,db1a573d-1786-47be-9773-a7f41194c978,1,Approve Budget (optional),Finance,QA Analyst,ace12c68-0241-4fe9-93d1-b622b5bcb001,2025-04-21 13:48:27,2025-06-08 18:46:19,261.1756892434119,42.444686777135345,6,0.2042019797051907,45,0.2871517176271665,1,API,US-West,Standard,Healthcare,5000+,3,1,Medium,62,0,1,14.454413463684542,Saturday,10,6
15,596e8f62-2694-4a74-84f9-d6cdbd61caef,6,Quality Check,Operations,Analyst,30c60480-d8a0-4a47-9a1f-535f84b98162,2025-07-15 17:47:07,2025-07-04 15:13:34,38.02094687960998,60.724384931198706,5,0.1781295991122682,22,-0.46347370130851856,0,API,US-East,Gold,Retail,5000+,2,1,High,113,0,4,15.009893858105817,Thursday,5,3
28,f53be826-96ac-4fc3-bb60-88cfd6b3413c,1,Execute Task,Finance,QA Analyst,ac022c25-55a4-4bb3-9f91-e32942b2fe4c,2025-05-11 09:41:15,2025-04-15 01:07:55,48.871881912882934,91.23355261227657,4,0.5989427629859954,12,-0.28036844282167256,0,Email,US-West,Gold,Healthcare,51-200,4,2,Low,134,0,0,26.119566890360893,Thursday,19,5
26,ed4f7c19-ba6c-4d8e-b2d7-972241ceb055,6,Vendor Review (optional),QA,Manager,7a464f0c-d03f-4b62-a7c1-c6ec14465317,2025-03-04 06:32:52,2025-03-04 06:19:58,55.74773296652625,32.260123007079486,1,0.045,19,-0.07432995743263132,0,API,US-Central,Platinum,Retail,1-50,1,2,Low,52,0,3,13.27066904393303,Sunday,8,4
28,83e0aa31-e511-4852-b626-186a2be1ecf6,2,Validate Request,Sales Support,Coordinator,c3643ed3-6185-4c81-8522-b558158426e2,2025-07-02 13:15:31,2025-04-29 17:37:13,30.172625080317918,234.62251061693343,4,0.4330716111423688,195,0.5574132307237923,0,API,US-East,Standard,Software & SaaS,5000+,4,2,Low,26,0,2,25.62664315770801,Wednesday,25,2
37,d3600b5f-671a-488d-8afb-570f7421ee22,6,Quality Check,IT,Coordinator,9cef9412-b2a9-4300-bc1f-5dacaada17ba,2025-03-19 17:44:38,2025-04-15 09:13:28,19.837764444309933,109.79457837307176,3,0.6873162574445357,11,0.8449140792287918,0,Email,US-East,Gold,Logistics,1-50,3,3,Medium,85,0,2,16.217725286699352,Friday,11,4
28,3476879e-d6ac-47bd-a485-c362ac2b9d9f,9,Quality Check,Sales Support,Analyst,e3f77e15-d2d3-4be9-aeb0-36968f56a72f,2025-06-13 13:15:26,2025-05-27 17:14:25,68.83738573284451,45.50280706793197,2,0.5441672079201108,24,0.5266409136601133,0,API,US-West,Platinum,Energy,51-200,2,3,High,85,0,5,13.933175473601324,Tuesday,19,4
34,efc26818-81d7-4e3c-bf05-9bfbf93f6cd4,1,Assign Resource,Sales Support,Analyst,17650154-4dbe-4d97-adf3-ffaa09a77fbe,2025-06-13 12:22:21,2025-04-01 14:14:30,69.43367396868885,49.160847875152385,4,0.5428679344250178,20,0.4966711626595837,1,Email,US-East,Gold,Financial Services,1-50,1,3,High,74,0,1,12.548054062852213,Friday,23,3
25,d9efde4f-e690-48a2-9a0a-d6abd447095f,5,Receive Request,Finance,Manager,5cbc1260-ef8d-427a-b6d9-ef9e68c31010,2025-03-07 03:16:59,2025-04-11 19:47:02,381.16824731623063,190.65607864684424,5,0.3922370610481836,220,0.9287166296760856,0,Email,US-East,Platinum,Healthcare,1-50,2,1,Low,108,0,5,10.452717627689822,Friday,15,3
29,b52d2f91-65c4-4cc7-a617-ebbf261cfc0d,1,Execute Task,QA,Manager,71f327d7-47c7-4b38-9ec5-229c8dfa4efd,2025-04-15 06:22:25,2025-07-09 08:24:11,92.74382706591688,45.57376282395716,3,0.3203815095615493,8,-0.6655,0,API,US-East,Standard,Healthcare,1-50,2,2,Medium,46,0,6,15.01432749009919,Saturday,13,7
34,5f825923-2dbe-4186-a835-ae56b2c2bee5,5,Approve Budget (optional),IT,Rep,b7792a0a-43b0-4b84-b2ab-f4ce20c3a9f8,2025-03-26 17:47:10,2025-04-18 14:36:40,94.4080778566534,42.31910772091249,1,0.7348,15,-0.6655,0,Email,US-East,Platinum,Software & SaaS,1-50,1,4,Low,75,0,0,15.601654513219362,Thursday,17,3
3,3ad63cdf-651b-49ab-85fc-add4bd9b738d,3,Quality Check,Operations,Analyst,14198170-02ee-47e5-9187-2331123ed4ce,2025-07-02 09:06:21,2025-02-18 18:27:13,90.36096782989704,117.57578562927644,2,0.6480496957067783,35,-0.5009634616661571,1,Email,US-West,Standard,Energy,5000+,2,4,Medium,56,0,1,16.003801095838355,Saturday,23,5
20,396bce37-22f3-4511-8812-c4e95a256097,4,Receive Request,IT,Manager,4a94fa59-e4c3-4d8f-b4ca-bc393d6f55ba,2025-07-16 18:08:27,2025-04-25 14:09:27,20.466829118855536,23.54768559629823,7,0.5708169148312398,39,0.864188505667689,0,Email,US-West,Platinum,Retail,1-50,3,3,Medium,127,0,2,27.216467534390162,Saturday,15,4
18,f597a5a4-0a05-4b8d-861d-3b4a67865806,2,Validate Request,Customer Success,Rep,20110ff3-9272-4f2e-9c49-970d66291746,2025-04-03 01:49:51,2025-07-15 14:37:55,11.247348652083245,54.26660826129256,5,0.4076515536275203,98,-0.6655,0,API,US-East,Platinum,Retail,1-50,2,3,Low,102,0,2,22.99202329524423,Friday,8,6
15,ce553c0c-4df9-4fb4-8da2-ba43f8178e58,5,Assign Resource,Customer Success,Engineer,4118bbcc-1bfd-44bd-a00d-814663304f80,2025-06-27 10:14:54,2025-02-11 03:18:34,14.708349489650647,60.130045955028315,2,0.2856450405358417,89,0.34788353645207576,0,Portal,US-West,Platinum,Retail,1-50,2,2,Medium,58,0,4,16.390289962620788,Saturday,3,8
21,d4ff30cc-3b20-4e39-a45a-7f1ea895dc84,1,Execute Task,Customer Success,QA Analyst,9e64a3ee-a72f-4ca6-bd01-7b22402a67b2,2025-04-30 22:58:18,2025-04-07 22:50:42,87.56861007157123,36.56274177439511,7,0.6173451882770312,17,-0.14918385691936437,1,API,US-East,Gold,Financial Services,1-50,1,4,High,80,0,4,13.852837414431765,Saturday,15,7
46,3d458893-9557-4c1f-99b4-9e2611a4ff4a,6,Receive Request,Finance,Manager,c1d4f6c7-a360-462d-99a4-633da55a78b1,2025-03-26 19:05:11,2025-07-15 13:15:53,189.83790590849497,21.217300031214663,4,0.3409171916164104,45,0.4389787791637908,0,API,US-East,Gold,Software & SaaS,5000+,2,2,High,74,0,2,8.720667199367323,Wednesday,6,4
12,34ec6ee1-d042-43cf-a9b8-6ecd28fb0f90,3,Validate Request,IT,Engineer,d0cdd04f-a5a9-4171-aaec-213830183b1c,2025-05-23 06:07:38,2025-05-16 20:17:31,91.92460901108416,59.56101215848793,8,0.4177914843396434,28,0.2751274698650552,1,Email,US-East,Gold,Energy,5000+,4,2,High,40,0,1,17.267131702530545,Sunday,18,6
38,1551cf1d-4a34-4581-9697-74d9911cc49c,1,Validate Request,Operations,Manager,77ace49c-9756-413e-a60c-149e66c8e008,2025-05-02 17:06:36,2025-05-16 23:33:59,35.5448578436691,88.04973031023601,4,0.5248496502963971,21,0.49149255337706005,1,Email,US-East,Gold,Retail,5000+,3,4,High,126,0,2,20.980636876114325,Friday,21,7
0,e0e49f79-6293-4e13-a2ef-d1b90d118240,7,Quality Check,Customer Success,QA Analyst,aff1dddd-0e8a-4f56-acc0-92c945fb33d7,2025-07-16 08:24:58,2025-06-20 15:09:29,248.42890246343046,37.136470094132406,5,0.44386102906244296,88,0.13299405016444854,0,Portal,US-West,Gold,Healthcare,1-50,2,1,Low,66,0,3,22.599094980150213,Tuesday,16,4
20,dae58e88-2312-4422-8f34-784f9a5461c2,4,Close Ticket,Sales Support,Rep,cbb76237-0433-4115-a966-25be2dc27076,2025-03-26 14:08:12,2025-05-23 12:34:34,26.547979884199506,27.069674923760378,6,0.7111199776916179,42,0.7437730954670603,0,Email,US-East,Gold,Healthcare,51-200,3,2,High,171,0,1,13.069817856644173,Wednesday,12,6
27,22c68432-dbb7-4840-8d65-4f03156ac2da,8,Close Ticket,Sales Support,Engineer,6a646649-a9de-4ff4-ba1e-0ae2742a3d4f,2025-04-21 01:41:09,2025-03-28 20:56:22,12.628479963272861,126.0257669697994,7,0.13894248108412433,155,1.1611146248239612,0,API,US-East,Gold,Financial Services,1-50,4,1,Low,80,0,0,9.001977630421003,Friday,17,5
33,d2c0b8b2-8d4c-4e64-bd00-63155c401ccc,6,Approve Budget (optional),Customer Success,QA Analyst,90c50cc0-ee90-4470-a866-cb0afb1a2c14,2025-07-16 01:02:53,2025-04-11 14:50:30,55.34969287630206,79.58621995035732,3,0.415524786579002,52,1.0514094133901235,0,API,US-East,Gold,Retail,1-50,4,3,Low,116,0,1,15.963967975026597,Wednesday,13,2
35,9f19603d-c3a5-41f5-ac57-71b303466380,2,Close Ticket,Operations,Manager,bb7626b3-2ed8-4bae-b14b-8e0ae998b750,2025-04-04 12:49:22,2025-04-07 17:42:35,165.55656775418814,45.37310676982179,7,0.7348,81,0.15328600185567978,0,Email,US-West,Platinum,Financial Services,1-50,3,4,Medium,80,0,2,18.37649200314152,Friday,11,8
36,dcce4139-4f13-479d-b71f-4c800c7bd58b,4,Validate Request,Sales Support,Manager,9fcc37d0-6f96-4d8c-95d6-2d8575a9f6f3,2025-04-04 12:15:33,2025-04-27 23:05:48,17.408182512037584,101.98411025891164,3,0.580944127048052,2,-0.12415925576325637,0,API,US-East,Platinum,Software & SaaS,1001-5000,1,3,Low,88,0,2,14.233052825582018,Friday,10,2
19,d47ce759-c511-4b3b-bfe0-aadf6e979cbd,4,Close Ticket,IT,VendorMgr,81f82ff4-1a7a-41aa-bb46-b68eb4f6e96e,2025-02-19 03:19:57,2025-05-04 21:29:52,7.0209192672618075,66.42073823638285,3,0.36281561896677117,36,0.46128981231132893,0,Email,US-East,Platinum,Healthcare,5000+,3,4,Low,67,0,0,18.330939534998326,Tuesday,13,2
18,70bdf09d-802b-473c-a528-c28cc3e88abc,7,Quality Check,Sales Support,Rep,00c6a91c-2fc7-4d8b-9e83-c7223103f84c,2025-06-18 23:26:15,2025-07-11 05:53:09,44.10699422663415,176.46426389575043,4,0.5613596449456846,50,1.4436738372328388,0,API,US-West,Standard,Logistics,1001-5000,2,3,Medium,26,0,2,15.33552810669709,Friday,13,4
37,95efbb41-44e4-48c7-8345-84da83e117c3,5,Assign Resource,IT,Manager,3714eb4f-b121-447d-be48-5e86d55af644,2025-03-13 17:18:58,2025-06-12 13:44:53,95.62637222900632,86.72485544985292,6,0.3925825475411203,55,0.32396410171289497,1,Email,US-West,Platinum,Logistics,51-200,2,4,Medium,129,0,0,16.71543802611528,Wednesday,21,6
22,9c54951c-b8d7-4e22-80aa-dab6f7c79d11,4,Close Ticket,IT,Manager,676222ad-e533-475d-9049-44f2ad1a29f4,2025-06-20 11:01:44,2025-06-20 06:10:07,1.8594413958755478,23.70720081562733,3,0.6944481826526194,148,0.8162779399647626,0,Email,US-East,Gold,Software & SaaS,1001-5000,2,1,Medium,61,0,3,17.12665112495287,Tuesday,16,6
