case_id,event_nr,activity,timestamp,resource,channel,customer_segment,product,location,system,wait_time_sec,duration_sec,cost_usd,priority,rework_flag,sla_breach,outcome,weekday,hour,case_day
C0009,2,Classify Request,2025-07-30 17:53:50,Agent_C,Email,SMB-Retail,Plus,Remote,AppX,78,13,109.72,Medium,0,0,,Wednesday,17,2025-07-30
C0009,3,Enrich Data,2025-07-30 17:55:27,Agent_E,Email,SMB-Retail,Plus,Remote,AppX,84,75,111.32,High,0,0,,Wednesday,17,2025-07-30
C0009,4,Manual Approval,2025-07-30 18:03:44,Mgr_1,Email,SMB-Retail,Plus,Remote,AppX,422,131,117.81,Medium,0,0,,Wednesday,18,2025-07-30
C0009,5,Quality Check,2025-07-30 18:08:45,QA_2,Email,SMB-Retail,Plus,Remote,AppX,170,240,118.41,Medium,0,0,,Wednesday,18,2025-07-30
C0009,6,Enrich Data,2025-07-30 18:15:55,Agent_C,Email,SMB-Retail,Plus,Remote,AppX,190,37,113.26,Medium,0,0,,Wednesday,18,2025-07-30
C0009,7,Quality Check,2025-07-30 18:23:44,QA_1,Email,SMB-Retail,Plus,Remote,AppX,432,118,117.16,High,0,0,,Wednesday,18,2025-07-30
C0009,8,Fulfill Request,2025-07-30 18:27:34,Agent_C,Email,SMB-Retail,Plus,Remote,AppX,112,209,117.54,Low,0,0,,Wednesday,18,2025-07-30
C0009,9,Notify Customer,2025-07-30 18:47:34,Agent_C,Email,SMB-Retail,Plus,Remote,AppX,991,74,128.61,Medium,0,0,,Wednesday,18,2025-07-30
C0009,10,Close Ticket,2025-07-30 18:50:14,Agent_D,Email,SMB-Retail,Plus,Remote,AppX,86,69,117.3,Medium,0,0,Cancelled,Wednesday,18,2025-07-30
C0010,1,Receive Request,2025-07-27 03:19:40,Agent_E,Phone,SMB-Services,Core,Chicago,CRM-Z,280,40,70.57,High,0,1,,Sunday,3,2025-07-27
C0010,2,Classify Request,2025-07-27 03:22:39,Agent_E,Phone,SMB-Services,Core,Chicago,CRM-Z,139,44,67.8,Medium,0,0,,Sunday,3,2025-07-27
C0010,3,Enrich Data,2025-07-27 03:27:30,Agent_D,Phone,SMB-Services,Core,Chicago,CRM-Z,247,40,63.89,Medium,0,0,,Sunday,3,2025-07-27
C0010,4,Manual Approval,2025-07-27 03:37:12,Mgr_1,Phone,SMB-Services,Core,Chicago,CRM-Z,542,307,70.71,Medium,0,0,,Sunday,3,2025-07-27
C0010,5,Quality Check,2025-07-27 04:15:33,QA_2,Phone,SMB-Services,Core,Chicago,CRM-Z,1994,327,112.38,Medium,0,0,,Sunday,4,2025-07-27
C0010,6,Fulfill Request,2025-07-27 04:22:31,Agent_E,Phone,SMB-Services,Core,Chicago,CRM-Z,91,68,66.48,Medium,0,0,,Sunday,4,2025-07-27
C0010,7,Notify Customer,2025-07-27 04:27:52,Agent_A,Phone,SMB-Services,Core,Chicago,CRM-Z,253,32,66.23,Medium,0,0,,Sunday,4,2025-07-27
C0010,8,Close Ticket,2025-07-27 04:32:04,Agent_D,Phone,SMB-Services,Core,Chicago,CRM-Z,220,52,65.66,High,0,0,Resolved,Sunday,4,2025-07-27
C0011,1,Receive Request,2025-07-20 18:12:12,Agent_C,Web,SMB-Retail,Core,Chicago,AppX,192,31,92.86,Low,0,0,,Sunday,18,2025-07-20
C0011,2,Classify Request,2025-07-20 18:17:17,Agent_A,Web,SMB-Retail,Core,Chicago,AppX,274,41,95.7,Medium,0,0,,Sunday,18,2025-07-20
C0011,3,Enrich Data,2025-07-20 18:22:04,Agent_D,Web,SMB-Retail,Core,Chicago,AppX,246,260,96.44,Medium,0,0,,Sunday,18,2025-07-20
C0011,4,Manual Approval,2025-07-20 18:30:55,Mgr_1,Web,SMB-Retail,Core,Chicago,AppX,271,189,95.46,High,0,0,,Sunday,18,2025-07-20
C0011,5,Quality Check,2025-07-20 18:51:02,QA_2,Web,SMB-Retail,Core,Chicago,AppX,1018,94,109.12,Medium,0,1,,Sunday,18,2025-07-20
C0011,6,Fulfill Request,2025-07-20 18:53:43,Agent_D,Web,SMB-Retail,Core,Chicago,AppX,67,72,88.82,Medium,0,0,,Sunday,18,2025-07-20
C0011,7,Notify Customer,2025-07-20 18:58:21,Agent_B,Web,SMB-Retail,Core,Chicago,AppX,206,136,89.2,Medium,0,0,,Sunday,18,2025-07-20
C0011,8,Close Ticket,2025-07-20 19:08:48,Agent_E,Web,SMB-Retail,Core,Chicago,AppX,491,41,106.27,High,0,0,Resolved,Sunday,19,2025-07-20
C0012,1,Receive Request,2025-03-11 01:01:18,Agent_E,Email,SMB-Retail,Core,Austin,AppX,138,63,138.76,Medium,0,1,,Tuesday,1,2025-03-11
C0012,2,Classify Request,2025-03-11 01:06:06,Agent_A,Email,SMB-Retail,Core,Austin,AppX,225,32,130.98,Medium,0,0,,Tuesday,1,2025-03-11
C0012,3,Enrich Data,2025-03-11 01:11:31,Agent_B,Email,SMB-Retail,Core,Austin,AppX,293,30,137.4,Medium,1,0,,Tuesday,1,2025-03-11
C0012,4,Manual Approval,2025-03-11 01:16:38,Mgr_1,Email,SMB-Retail,Core,Austin,AppX,277,92,134.06,Medium,0,0,,Tuesday,1,2025-03-11
C0012,5,Quality Check,2025-03-11 01:32:35,QA_2,Email,SMB-Retail,Core,Austin,AppX,865,112,143.61,High,0,0,,Tuesday,1,2025-03-11
C0012,6,Fulfill Request,2025-03-11 01:38:11,Agent_E,Email,SMB-Retail,Core,Austin,AppX,224,78,129.85,Medium,0,1,,Tuesday,1,2025-03-11
C0012,7,Notify Customer,2025-03-11 01:40:55,Agent_B,Email,SMB-Retail,Core,Austin,AppX,86,40,129.3,Low,0,0,,Tuesday,1,2025-03-11
C0012,8,Close Ticket,2025-03-11 01:44:23,Agent_D,Email,SMB-Retail,Core,Austin,AppX,168,35,129.55,Medium,0,0,Resolved,Tuesday,1,2025-03-11
C0013,1,Receive Request,2025-07-23 07:41:36,Agent_E,Phone,SMB-Tech,Core,Austin,ERP-Y,156,71,68.5,Medium,0,0,,Wednesday,7,2025-07-23
C0013,2,Classify Request,2025-07-23 07:43:13,Agent_B,Phone,SMB-Tech,Core,Austin,ERP-Y,26,37,57.33,Medium,0,0,,Wednesday,7,2025-07-23
C0013,3,Enrich Data,2025-07-23 07:46:36,Agent_E,Phone,SMB-Tech,Core,Austin,ERP-Y,166,119,66.04,High,0,0,,Wednesday,7,2025-07-23
C0013,4,Manual Approval,2025-07-23 07:57:09,Mgr_1,Phone,SMB-Tech,Core,Austin,ERP-Y,514,65,69.18,Medium,0,1,,Wednesday,7,2025-07-23
C0013,5,Quality Check,2025-07-23 08:11:32,QA_2,Phone,SMB-Tech,Core,Austin,ERP-Y,798,153,83.42,High,0,1,,Wednesday,8,2025-07-23
C0013,6,Fulfill Request,2025-07-23 08:19:24,Agent_B,Phone,SMB-Tech,Core,Austin,ERP-Y,319,60,71.3,Low,0,0,,Wednesday,8,2025-07-23
C0013,7,Notify Customer,2025-07-23 08:22:05,Agent_B,Phone,SMB-Tech,Core,Austin,ERP-Y,101,74,62.7,High,0,0,,Wednesday,8,2025-07-23
C0013,8,Close Ticket,2025-07-23 08:26:55,Agent_C,Phone,SMB-Tech,Core,Austin,ERP-Y,216,28,65.95,Low,0,0,Cancelled,Wednesday,8,2025-07-23
C0014,1,Receive Request,2025-03-11 14:08:36,Agent_E,Chat,SMB-Tech,Pro,Austin,AppX,96,21,78.72,Medium,0,1,,Tuesday,14,2025-03-11
C0014,2,Classify Request,2025-03-11 14:10:04,Agent_B,Chat,SMB-Tech,Pro,Austin,AppX,67,148,82.24,Low,0,0,,Tuesday,14,2025-03-11
C0014,3,Enrich Data,2025-03-11 14:15:34,Agent_D,Chat,SMB-Tech,Pro,Austin,AppX,182,120,76.31,Medium,1,0,,Tuesday,14,2025-03-11
C0014,4,Manual Approval,2025-03-11 14:20:55,Mgr_1,Chat,SMB-Tech,Pro,Austin,AppX,201,247,82.57,Medium,0,1,,Tuesday,14,2025-03-11
C0014,5,Quality Check,2025-03-11 14:30:23,QA_1,Chat,SMB-Tech,Pro,Austin,AppX,321,60,80.48,Medium,0,0,,Tuesday,14,2025-03-11
C0014,6,Fulfill Request,2025-03-11 14:37:07,Agent_D,Chat,SMB-Tech,Pro,Austin,AppX,344,254,86.84,Medium,0,0,,Tuesday,14,2025-03-11
C0014,7,Notify Customer,2025-03-11 14:42:54,Agent_C,Chat,SMB-Tech,Pro,Austin,AppX,93,39,81.88,Low,0,0,,Tuesday,14,2025-03-11
C0014,8,Close Ticket,2025-03-11 14:44:57,Agent_C,Chat,SMB-Tech,Pro,Austin,AppX,84,41,77.28,Medium,0,0,Escalated,Tuesday,14,2025-03-11
C0015,1,Receive Request,2025-03-20 13:38:56,Agent_E,Chat,SMB-Tech,Pro,Denver,ERP-Y,176,142,68.74,Medium,0,0,,Thursday,13,2025-03-20
C0015,2,Classify Request,2025-03-20 13:48:13,Agent_E,Chat,SMB-Tech,Pro,Denver,ERP-Y,415,65,74.01,Medium,0,0,,Thursday,13,2025-03-20
C0015,3,Manual Approval,2025-03-20 13:56:02,Mgr_1,Chat,SMB-Tech,Pro,Denver,ERP-Y,404,195,72.6,High,0,0,,Thursday,13,2025-03-20
C0015,4,Quality Check,2025-03-20 14:04:55,QA_1,Chat,SMB-Tech,Pro,Denver,ERP-Y,338,65,76.19,Medium,0,0,,Thursday,14,2025-03-20
C0015,5,Fulfill Request,2025-03-20 14:08:07,Agent_D,Chat,SMB-Tech,Pro,Denver,ERP-Y,127,83,68.58,Medium,0,0,,Thursday,14,2025-03-20
C0015,6,Notify Customer,2025-03-20 14:09:46,Agent_C,Chat,SMB-Tech,Pro,Denver,ERP-Y,16,15,65.17,High,0,0,,Thursday,14,2025-03-20
C0015,7,Close Ticket,2025-03-20 14:10:20,Agent_E,Chat,SMB-Tech,Pro,Denver,ERP-Y,19,90,68.62,Medium,0,0,Resolved,Thursday,14,2025-03-20
C0016,1,Receive Request,2025-04-20 07:28:38,Agent_B,Web,SMB-Tech,Pro,Remote,CRM-Z,218,35,140.4,Medium,0,0,,Sunday,7,2025-04-20
C0016,2,Classify Request,2025-04-20 07:31:12,Agent_D,Web,SMB-Tech,Pro,Remote,CRM-Z,119,22,139.8,Medium,0,0,,Sunday,7,2025-04-20
C0016,3,Enrich Data,2025-04-20 07:33:47,Agent_B,Web,SMB-Tech,Pro,Remote,CRM-Z,133,87,143.64,High,1,0,,Sunday,7,2025-04-20
C0016,4,Manual Approval,2025-04-20 07:42:09,Mgr_1,Web,SMB-Tech,Pro,Remote,CRM-Z,415,106,149.12,High,0,1,,Sunday,7,2025-04-20
C0016,5,Quality Check,2025-04-20 07:46:43,QA_2,Web,SMB-Tech,Pro,Remote,CRM-Z,168,137,145.89,Medium,0,0,,Sunday,7,2025-04-20
C0016,6,Fulfill Request,2025-04-20 07:51:11,Agent_B,Web,SMB-Tech,Pro,Remote,CRM-Z,131,64,140.53,Low,0,0,,Sunday,7,2025-04-20
C0016,7,Notify Customer,2025-04-20 07:53:54,Agent_C,Web,SMB-Tech,Pro,Remote,CRM-Z,99,52,143.61,Medium,0,0,,Sunday,7,2025-04-20
C0016,8,Close Ticket,2025-04-20 07:55:24,Agent_E,Web,SMB-Tech,Pro,Remote,CRM-Z,38,41,138.33,Medium,0,0,Resolved,Sunday,7,2025-04-20
C0017,1,Receive Request,2025-03-21 06:18:16,Agent_C,Phone,SMB-Tech,Core,Denver,ERP-Y,316,44,145.95,Low,0,0,,Friday,6,2025-03-21
C0017,2,Classify Request,2025-03-21 06:19:36,Agent_D,Phone,SMB-Tech,Core,Denver,ERP-Y,36,15,136.24,Medium,0,0,,Friday,6,2025-03-21
C0017,3,Enrich Data,2025-03-21 06:22:18,Agent_C,Phone,SMB-Tech,Core,Denver,ERP-Y,147,48,142.32,Medium,0,0,,Friday,6,2025-03-21
C0017,4,Manual Approval,2025-03-21 06:28:55,Mgr_1,Phone,SMB-Tech,Core,Denver,ERP-Y,349,339,146.59,High,0,0,,Friday,6,2025-03-21
C0017,5,Quality Check,2025-03-21 06:45:55,QA_2,Phone,SMB-Tech,Core,Denver,ERP-Y,681,163,157.95,Medium,0,0,,Friday,6,2025-03-21
C0017,6,Fulfill Request,2025-03-21 06:52:19,Agent_D,Phone,SMB-Tech,Core,Denver,ERP-Y,221,138,142.98,High,0,0,,Friday,6,2025-03-21
C0017,7,Notify Customer,2025-03-21 06:58:14,Agent_D,Phone,SMB-Tech,Core,Denver,ERP-Y,217,32,143.17,Low,0,0,,Friday,6,2025-03-21
C0017,8,Close Ticket,2025-03-21 07:02:13,Agent_B,Phone,SMB-Tech,Core,Denver,ERP-Y,207,48,143.42,Medium,0,0,Resolved,Friday,7,2025-03-21
C0018,1,Receive Request,2025-05-15 11:47:34,Agent_B,Phone,SMB-Tech,Core,Remote,CRM-Z,154,41,83.46,Medium,0,1,,Thursday,11,2025-05-15
C0018,2,Classify Request,2025-05-15 11:51:00,Agent_D,Phone,SMB-Tech,Core,Remote,CRM-Z,165,22,80.4,Medium,0,0,,Thursday,11,2025-05-15
C0018,3,Enrich Data,2025-05-15 11:54:42,Agent_D,Phone,SMB-Tech,Core,Remote,CRM-Z,200,61,77.45,Medium,0,0,,Thursday,11,2025-05-15
C0018,4,Manual Approval,2025-05-15 11:59:11,Mgr_1,Phone,SMB-Tech,Core,Remote,CRM-Z,208,162,82.67,Low,0,0,,Thursday,11,2025-05-15
C0018,5,Quality Check,2025-05-15 12:15:22,QA_2,Phone,SMB-Tech,Core,Remote,CRM-Z,809,212,102.69,Low,0,0,,Thursday,12,2025-05-15
C0018,6,Fulfill Request,2025-05-15 12:23:03,Agent_D,Phone,SMB-Tech,Core,Remote,CRM-Z,249,85,80.44,High,0,0,,Thursday,12,2025-05-15
C0018,7,Notify Customer,2025-05-15 12:25:53,Agent_B,Phone,SMB-Tech,Core,Remote,CRM-Z,85,68,80.77,Low,0,0,,Thursday,12,2025-05-15
C0018,8,Close Ticket,2025-05-15 12:27:55,Agent_E,Phone,SMB-Tech,Core,Remote,CRM-Z,54,100,82.22,Medium,0,0,Resolved,Thursday,12,2025-05-15
C0019,1,Receive Request,2025-06-25 14:07:03,Agent_B,Email,SMB-Healthcare,Pro,Chicago,AppX,123,13,83.96,Low,0,0,,Wednesday,14,2025-06-25
C0019,2,Classify Request,2025-06-25 14:08:07,Agent_C,Email,SMB-Healthcare,Pro,Chicago,AppX,51,82,87.97,Medium,0,0,,Wednesday,14,2025-06-25
C0019,3,Enrich Data,2025-06-25 14:11:18,Agent_E,Email,SMB-Healthcare,Pro,Chicago,AppX,109,138,86.58,Medium,0,0,,Wednesday,14,2025-06-25
C0019,4,Manual Approval,2025-06-25 14:20:08,Mgr_1,Email,SMB-Healthcare,Pro,Chicago,AppX,392,186,89.15,Medium,0,0,,Wednesday,14,2025-06-25
C0019,5,Quality Check,2025-06-25 14:26:54,QA_2,Email,SMB-Healthcare,Pro,Chicago,AppX,220,202,88.13,Medium,0,1,,Wednesday,14,2025-06-25
C0019,6,Fulfill Request,2025-06-25 14:34:22,Agent_A,Email,SMB-Healthcare,Pro,Chicago,AppX,246,60,86.59,Low,0,0,,Wednesday,14,2025-06-25
C0019,7,Notify Customer,2025-06-25 14:38:07,Agent_D,Email,SMB-Healthcare,Pro,Chicago,AppX,165,42,86.2,Medium,0,0,,Wednesday,14,2025-06-25
C0019,8,Close Ticket,2025-06-25 14:45:37,Agent_D,Email,SMB-Healthcare,Pro,Chicago,AppX,408,54,95.12,Medium,0,0,Resolved,Wednesday,14,2025-06-25
C0020,1,Receive Request,2025-06-17 05:23:19,Agent_C,Phone,SMB-Tech,Core,Austin,CRM-Z,379,52,62.93,Medium,0,0,,Tuesday,5,2025-06-17
C0020,2,Classify Request,2025-06-17 05:25:21,Agent_E,Phone,SMB-Tech,Core,Austin,CRM-Z,70,62,55.29,Medium,0,0,,Tuesday,5,2025-06-17
